Number_of_Priors,Age_Above_FourtyFive,Age_Below_TwentyFive,Female,Misdemeanor,ethnicity,jobhelp,wage
0,no,yes,Male,no,Caucasian,0,0.90951776
2.951239468,yes,no,Male,no,African_American,0,0.9387871
0,no,no,Male,yes,African_American,1,0.931224699
0,no,no,Female,yes,Caucasian,1,1.007974954
0,no,no,Female,no,African_American,0,0.761680886
0.210802819,no,no,Male,no,Caucasian,0,0.913867931
0.421605638,no,no,Male,no,African_American,0,0.880156751
0,no,no,Male,no,Caucasian,0,1.084051013
1.897225372,no,no,Male,no,Caucasian,1,1.153698745
0.210802819,yes,no,Female,yes,Caucasian,0,1.024756102
0.632408457,no,no,Male,no,Caucasian,1,1.08499705
0.210802819,yes,no,Male,yes,Caucasian,0,0.818414787
0.210802819,yes,no,Male,yes,Caucasian,1,0.888960978
1.054014096,no,no,Male,no,Caucasian,1,1.101592442
0.632408457,no,no,Female,no,Caucasian,1,0.969037595
0,no,no,Male,yes,African_American,1,0.93214583
0,yes,no,Female,yes,African_American,1,0.832572619
1.054014096,no,no,Male,yes,Caucasian,0,0.810476761
0.210802819,no,no,Male,no,Caucasian,1,0.995030034
2.108028191,yes,no,Male,no,Caucasian,0,0.848547442
0,yes,no,Male,no,Caucasian,0,1.03588095
0.421605638,yes,no,Male,no,African_American,1,0.607312855
0,no,no,Male,no,Caucasian,0,1.179286715
0.210802819,no,yes,Male,no,African_American,1,0.665201635
0.210802819,yes,no,Male,yes,African_American,0,0.775610404
3.794450744,no,no,Male,no,African_American,1,1.343097695
0,no,no,Male,no,Caucasian,0,0.94952218
1.686422553,no,no,Male,no,African_American,1,0.945385078
0.843211277,no,yes,Male,no,African_American,1,0.861639722
0,no,yes,Male,yes,Caucasian,1,1.011351175
0.632408457,no,no,Female,yes,African_American,0,0.866229678
0,no,yes,Male,no,Caucasian,1,1.19869997
0.210802819,no,no,Female,yes,Caucasian,1,0.922736972
0.421605638,no,no,Male,no,African_American,1,1.065861572
1.475619734,no,no,Male,no,African_American,1,1.043088117
2.951239468,no,no,Female,no,African_American,1,1.166051951
0.421605638,no,yes,Male,no,African_American,1,0.775478805
1.054014096,yes,no,Male,yes,Caucasian,1,0.760004809
1.475619734,no,no,Female,no,African_American,1,0.978683433
0,no,no,Female,yes,African_American,1,1.070000602
0.210802819,yes,no,Female,no,Caucasian,0,0.787762491
0,no,yes,Female,yes,African_American,0,0.798647947
0.632408457,yes,no,Male,yes,Caucasian,1,0.779075085
1.054014096,no,no,Male,yes,African_American,0,0.902525278
0.632408457,yes,no,Male,yes,Caucasian,0,0.808873764
0.210802819,no,no,Male,no,Caucasian,1,0.965724595
0,no,yes,Male,no,African_American,1,0.889315972
1.264816915,no,no,Male,no,African_American,1,1.110156098
0,yes,no,Male,yes,Caucasian,0,1.03254771
0,no,no,Male,yes,African_American,0,1.175060566
2.740436649,no,no,Male,no,African_American,1,1.164135138
0,no,no,Male,no,Caucasian,0,1.25435718
0.421605638,no,no,Male,no,Caucasian,0,0.928202612
1.475619734,no,no,Male,no,African_American,0,0.817668292
0,no,yes,Female,no,African_American,0,1.101078954
0.210802819,no,no,Male,yes,Caucasian,1,0.901661397
0,no,no,Female,yes,Caucasian,0,1.077333555
0.632408457,no,no,Female,no,Caucasian,1,0.914038536
1.264816915,no,no,Male,yes,African_American,0,0.932225673
0.210802819,no,no,Male,yes,African_American,0,0.922910526
0.210802819,yes,no,Male,no,Caucasian,1,0.860857337
0.421605638,yes,no,Male,no,Caucasian,1,0.924777298
0,no,no,Male,no,Caucasian,1,0.996122412
0.632408457,yes,no,Male,no,Caucasian,1,0.805141554
0,yes,no,Male,no,Caucasian,0,0.945820875
0,no,no,Male,yes,African_American,0,1.177374162
0.632408457,no,no,Female,no,Caucasian,1,0.99859311
0.632408457,yes,no,Male,no,African_American,0,0.858282666
0,yes,no,Male,yes,Caucasian,1,0.937499446
1.054014096,no,no,Male,no,Caucasian,1,1.116347741
0.632408457,yes,no,Male,yes,Caucasian,0,0.843096042
0,no,yes,Male,no,Caucasian,1,1.11366978
2.951239468,no,no,Male,no,African_American,1,1.160965249
0.843211277,no,no,Male,no,Caucasian,1,1.067337717
0,no,yes,Male,yes,African_American,0,0.75258937
0,no,no,Male,yes,Caucasian,0,1.03223676
0.843211277,no,no,Male,no,Caucasian,0,1.00084156
0.421605638,no,no,Male,no,Caucasian,0,1.00602836
0.421605638,yes,no,Male,yes,Caucasian,0,1.136388369
0.843211277,no,no,Male,no,African_American,0,0.674749847
0,no,no,Male,no,Caucasian,0,1.046031435
0.632408457,yes,no,Male,no,African_American,1,0.807792483
0,no,yes,Male,no,Caucasian,1,0.899323251
1.264816915,no,no,Male,no,African_American,0,0.822400343
0,no,yes,Male,no,African_American,0,0.813234137
2.740436649,no,no,Male,no,Caucasian,1,1.282009485
0.421605638,no,no,Male,no,Caucasian,1,0.982016483
0.421605638,no,no,Male,no,Caucasian,0,1.021213236
0,no,no,Male,no,African_American,1,1.04530111
0,yes,no,Male,yes,Caucasian,1,1.071055487
0.210802819,no,yes,Female,yes,Caucasian,0,0.685103024
0,no,no,Male,no,Caucasian,1,1.051951968
0.421605638,no,yes,Female,yes,Caucasian,0,0.916322626
0,no,no,Male,yes,African_American,0,0.972043563
0.632408457,no,no,Male,no,African_American,0,0.733057759
0.843211277,no,no,Male,yes,African_American,0,0.762720659
1.897225372,no,no,Male,no,African_American,0,1.039201642
0.421605638,no,no,Male,no,Caucasian,1,0.953659608
1.686422553,no,no,Male,no,African_American,1,0.933629801
0.421605638,no,yes,Male,no,African_American,1,0.771829228
3.162042287,yes,no,Male,yes,African_American,1,1.058868711
0.421605638,no,no,Male,yes,Caucasian,0,0.887077926
0,no,no,Male,no,African_American,1,0.878874336
1.475619734,no,no,Male,no,African_American,0,0.835788134
0,no,yes,Female,no,African_American,1,0.82037455
0.210802819,no,no,Male,yes,Caucasian,1,0.81161235
0.421605638,no,no,Female,no,Caucasian,0,0.942336105
0.210802819,yes,no,Male,no,African_American,1,0.670402909
0,no,no,Female,yes,Caucasian,0,1.168022155
1.897225372,no,no,Male,no,African_American,1,1.02646052
0.843211277,yes,no,Male,no,African_American,0,0.606425335
0.632408457,no,no,Male,no,Caucasian,1,1.107093568
0.210802819,yes,no,Male,no,Caucasian,0,0.93517707
1.054014096,yes,no,Male,yes,Caucasian,1,0.914576329
0,no,yes,Male,yes,African_American,0,1.036351461
0.632408457,yes,no,Female,no,African_American,0,0.852087194
0,yes,no,Male,no,Caucasian,0,0.955195986
0.210802819,yes,no,Male,yes,African_American,0,0.893194572
0.210802819,yes,no,Male,no,African_American,0,0.740914268
0.421605638,no,no,Male,yes,Caucasian,0,0.911307753
0.210802819,no,no,Male,no,African_American,0,0.781852633
0.632408457,no,yes,Female,no,Caucasian,0,0.805907748
0,no,yes,Male,no,African_American,0,0.987442785
1.054014096,no,no,Female,no,Caucasian,0,0.81661716
0.210802819,yes,no,Male,no,Caucasian,0,0.715429165
2.52963383,no,no,Female,no,African_American,0,0.819876358
1.264816915,no,yes,Female,no,African_American,1,1.059815533
0,no,no,Male,yes,Caucasian,0,1.211830983
4.426859202,no,no,Male,yes,African_American,0,0.79022087
1.475619734,no,no,Male,yes,Caucasian,0,0.817648438
4.216056383,yes,no,Male,no,African_American,1,1.368307784
0.210802819,yes,no,Male,no,Caucasian,1,1.004083643
1.264816915,no,yes,Male,no,Caucasian,0,0.732998457
0,no,no,Male,no,African_American,1,0.999705063
0,no,yes,Female,no,Caucasian,0,0.940563113
0.843211277,no,no,Male,no,African_American,0,0.811690115
1.264816915,yes,no,Male,yes,African_American,1,0.825814675
0,no,no,Male,yes,Caucasian,0,0.926542341
0,no,no,Male,yes,African_American,0,1.153911492
0,no,no,Male,yes,African_American,0,0.987013719
0.421605638,no,yes,Male,no,Caucasian,1,0.656186852
0,yes,no,Female,yes,Caucasian,1,1.087345556
0,no,yes,Male,no,African_American,1,0.894001512
5.059267659,yes,no,Male,no,African_American,1,1.176989733
2.31883101,no,no,Male,no,African_American,0,0.847984757
0.421605638,no,no,Male,no,Caucasian,1,1.05461794
1.054014096,no,no,Female,no,Caucasian,0,0.923056675
0,no,no,Male,no,Caucasian,0,1.314077657
0.210802819,yes,no,Female,no,African_American,1,0.680821651
4.637662021,yes,no,Male,no,African_American,1,1.11542486
0.210802819,yes,no,Male,yes,Caucasian,1,0.67749225
0.210802819,no,yes,Male,no,African_American,1,0.793152037
0.421605638,no,yes,Male,no,African_American,1,0.851753114
0.421605638,no,no,Male,no,Caucasian,0,1.076523003
2.740436649,no,no,Male,no,Caucasian,1,1.012718073
1.264816915,yes,no,Female,no,African_American,1,0.827690399
2.108028191,yes,no,Male,no,Caucasian,1,1.122973621
0,no,no,Male,yes,Caucasian,0,1.083220605
0,no,no,Male,no,Caucasian,1,1.017093908
4.005253563,yes,no,Male,no,Caucasian,0,0.683697319
0,no,no,Male,no,African_American,1,1.022735594
4.005253563,yes,no,Male,no,African_American,1,0.986530731
0,no,no,Male,no,Caucasian,0,1.160646803
0.421605638,no,no,Female,no,Caucasian,1,0.924710041
0.421605638,no,no,Male,yes,Caucasian,1,1.050750591
0,yes,no,Female,yes,Caucasian,1,0.970291101
1.475619734,no,no,Female,yes,Caucasian,0,1.074750961
4.005253563,yes,no,Female,no,African_American,0,0.808854641
0,no,no,Male,no,African_American,0,0.783098394
0.210802819,no,yes,Male,no,African_American,1,0.679194408
0,no,no,Male,yes,African_American,0,0.988480775
4.637662021,no,no,Male,no,African_American,1,1.185769719
0.632408457,no,no,Female,no,Caucasian,1,0.911447466
0,no,yes,Male,yes,African_American,1,0.818703038
1.054014096,no,no,Male,no,African_American,0,0.78880273
0.421605638,no,yes,Male,no,Caucasian,0,0.870711441
0.843211277,yes,no,Male,yes,Caucasian,0,0.894200382
0.843211277,no,no,Male,yes,African_American,1,0.910847008
2.108028191,no,no,Male,no,Caucasian,0,0.851248593
0.421605638,no,no,Male,no,Caucasian,1,0.996044824
0.632408457,no,no,Female,no,Caucasian,0,0.856427688
0,no,no,Male,no,African_American,0,1.089895356
0,yes,no,Male,no,Caucasian,0,1.085413357
3.794450744,yes,no,Male,yes,Caucasian,0,0.868756756
0.632408457,no,yes,Male,yes,Caucasian,1,0.806424542
0.210802819,no,no,Male,no,Caucasian,0,0.93179626
0.421605638,no,yes,Male,no,African_American,1,0.694523503
1.475619734,no,no,Male,no,African_American,0,0.919129984
0.210802819,no,no,Male,yes,African_American,0,0.787873737
0.210802819,no,no,Male,no,Caucasian,0,0.905347401
0.632408457,no,yes,Male,no,African_American,0,0.673731988
1.054014096,no,no,Male,no,Caucasian,1,1.370062464
1.264816915,no,no,Male,no,African_American,0,0.77141943
0.843211277,no,no,Female,no,African_American,1,1.122113282
0.421605638,no,yes,Male,no,African_American,0,0.944760541
3.372845106,no,no,Male,no,African_American,0,0.849151528
0.421605638,yes,no,Male,yes,Caucasian,1,0.827244008
0,no,yes,Female,yes,African_American,1,0.825017792
0,no,no,Female,no,Caucasian,1,1.01978845
0.421605638,no,no,Male,no,African_American,1,0.989988921
0.421605638,no,no,Male,no,African_American,0,0.938621024
0,no,no,Male,no,Caucasian,0,1.18811365
3.372845106,yes,no,Male,yes,African_American,0,0.803182082
0.843211277,no,no,Male,no,Caucasian,1,0.969973355
0.210802819,no,no,Male,yes,Caucasian,1,0.981500232
0.843211277,no,yes,Male,no,African_American,0,0.72731543
1.054014096,yes,no,Male,no,African_American,1,0.853653459
0.210802819,no,yes,Male,no,African_American,0,0.960140671
1.475619734,no,no,Male,no,African_American,0,0.888147913
0.210802819,yes,no,Male,yes,Caucasian,1,0.878859315
0.210802819,no,yes,Male,yes,African_American,1,0.949431584
0.421605638,no,no,Male,yes,Caucasian,0,0.847703239
0.632408457,no,yes,Male,no,Caucasian,0,0.927838161
0,yes,no,Male,yes,Caucasian,0,0.881525161
0.210802819,yes,no,Male,no,Caucasian,1,0.94338789
4.84846484,yes,no,Male,no,African_American,0,0.618904298
0.210802819,yes,no,Male,yes,Caucasian,1,0.952971697
0.210802819,no,no,Male,no,Caucasian,0,1.042221923
0,no,yes,Female,no,African_American,0,0.78504713
0.210802819,no,no,Male,no,Caucasian,1,0.932099603
0.421605638,no,no,Male,no,African_American,0,0.917235331
0,no,no,Male,no,African_American,0,1.142583238
0.421605638,no,no,Male,no,African_American,1,1.000842431
2.31883101,no,no,Male,yes,African_American,1,1.008842628
0.421605638,no,no,Male,no,African_American,0,0.855023085
0.632408457,no,yes,Male,no,African_American,0,0.862650071
0,no,yes,Male,no,African_American,1,0.997306899
0,no,yes,Male,no,African_American,0,0.837021188
0.210802819,no,yes,Male,no,Caucasian,1,0.713799775
0.421605638,no,no,Male,yes,Caucasian,1,1.039557859
0.421605638,no,yes,Male,no,African_American,1,0.766617159
0.632408457,no,no,Male,no,African_American,0,1.11656983
1.054014096,no,no,Male,no,African_American,0,0.796417083
1.264816915,no,yes,Male,no,Caucasian,0,0.795389938
0,no,no,Female,no,Caucasian,0,1.125340475
3.162042287,yes,no,Female,no,Caucasian,1,0.991898887
0.210802819,yes,no,Male,no,Caucasian,0,0.908652675
0.210802819,no,yes,Male,no,African_American,1,0.948259877
0.210802819,no,no,Male,yes,Caucasian,0,1.059570695
0.210802819,no,yes,Male,yes,African_American,0,0.610926647
0,no,no,Male,yes,African_American,1,0.996828889
1.897225372,no,no,Male,yes,Caucasian,0,1.020525236
0.421605638,no,yes,Male,no,African_American,0,0.658413046
0.843211277,no,no,Male,yes,Caucasian,0,0.804252904
0.421605638,no,no,Female,yes,African_American,1,1.00698157
0.632408457,yes,no,Male,no,African_American,0,0.745505797
0.421605638,no,no,Male,no,African_American,0,0.891404077
0.210802819,no,yes,Male,no,African_American,0,0.757582465
0.632408457,no,no,Male,no,Caucasian,1,0.864896586
1.686422553,no,no,Male,no,African_American,1,1.168924099
0.843211277,no,yes,Male,no,African_American,0,0.700549932
0.632408457,no,no,Male,no,Caucasian,0,0.986737074
5.270070478,yes,no,Female,no,African_American,1,1.350780679
3.583647925,yes,no,Male,no,African_American,0,0.781379418
3.794450744,no,no,Male,yes,African_American,1,1.190913294
1.897225372,no,no,Male,no,African_American,0,0.796676563
1.686422553,yes,no,Male,yes,Caucasian,0,0.709790429
0.632408457,yes,no,Female,yes,African_American,0,0.649735474
0.632408457,no,no,Male,no,African_American,1,0.979364158
0,no,no,Male,no,Caucasian,1,1.016802785
0.421605638,no,no,Male,no,African_American,1,0.903890509
0,no,no,Male,no,African_American,1,1.117399831
0,no,no,Male,no,African_American,0,1.083786697
0,no,yes,Male,yes,Caucasian,0,0.999026773
0.632408457,no,no,Male,no,African_American,0,0.734820242
1.475619734,no,no,Male,no,African_American,1,0.838226746
0,yes,no,Male,no,Caucasian,0,1.102569118
0,no,no,Male,no,Caucasian,0,1.082465915
0,no,no,Male,yes,Caucasian,0,1.015177357
0.421605638,no,yes,Male,no,African_American,1,0.684919605
0.843211277,yes,no,Male,yes,African_American,1,0.914713353
3.162042287,no,no,Male,no,African_American,1,1.114204043
0.210802819,no,no,Female,no,African_American,0,1.049686076
1.264816915,no,no,Female,no,Caucasian,0,0.826841405
0.210802819,no,yes,Male,no,Caucasian,0,0.791421216
0.210802819,no,no,Female,no,Caucasian,1,0.919967972
1.897225372,yes,no,Male,yes,Caucasian,0,0.845933505
1.897225372,no,no,Male,no,Caucasian,0,0.776263012
0,no,no,Female,yes,Caucasian,1,1.18456098
0.210802819,no,yes,Male,no,African_American,0,0.641339598
0.421605638,no,no,Male,yes,Caucasian,0,0.873503313
0.843211277,yes,no,Female,no,Caucasian,0,0.811506158
0.210802819,no,no,Male,yes,African_American,0,0.808676359
0,no,no,Male,yes,Caucasian,1,1.27064165
1.897225372,no,no,Male,no,African_American,0,0.916936806
0,no,yes,Male,no,Caucasian,1,1.291573308
0,no,yes,Female,no,African_American,0,0.934218546
0.421605638,no,no,Male,no,African_American,0,0.902475711
0,no,yes,Female,yes,Caucasian,1,1.057440957
0,no,no,Male,yes,African_American,1,1.004245114
1.264816915,no,no,Male,no,African_American,0,0.784935338
0,no,no,Male,no,Caucasian,0,1.105832162
0.210802819,yes,no,Male,no,Caucasian,1,0.744045803
0,no,no,Female,yes,Caucasian,0,1.18918274
0,no,no,Male,yes,Caucasian,1,1.288323478
0.210802819,no,yes,Male,no,African_American,1,0.77106464
2.108028191,yes,no,Male,no,African_American,1,0.87298664
0,no,no,Male,no,African_American,0,1.028053845
0.210802819,no,yes,Female,yes,Caucasian,1,0.772984199
0.632408457,no,yes,Male,yes,Caucasian,1,1.018355726
0,no,no,Male,no,African_American,1,0.850740644
1.686422553,no,no,Male,yes,African_American,0,0.811237236
0.843211277,no,no,Female,no,African_American,1,0.925555259
0,no,no,Male,yes,Caucasian,0,1.087710891
0.210802819,no,no,Male,no,African_American,1,1.069428552
0.843211277,no,no,Male,no,African_American,0,0.834796883
0.210802819,yes,no,Male,no,Caucasian,1,0.778822609
0.210802819,yes,no,Female,yes,African_American,1,0.734804795
0.421605638,no,no,Male,no,Caucasian,0,1.091608601
0.210802819,no,no,Male,yes,African_American,0,0.747608509
0,no,yes,Female,no,African_American,0,0.906450442
0,no,no,Male,yes,African_American,0,0.906089655
1.264816915,no,no,Male,no,Caucasian,0,0.872655097
2.951239468,no,no,Male,no,African_American,0,0.932127493
1.897225372,no,no,Male,no,African_American,0,1.015993713
0.210802819,no,yes,Male,no,African_American,1,0.961547518
0.421605638,no,no,Male,yes,Caucasian,1,1.080062533
0.210802819,yes,no,Female,no,African_American,0,0.864525068
0,no,no,Male,yes,Caucasian,0,1.043304268
0.210802819,no,no,Male,no,Caucasian,0,1.184628326
0.843211277,no,no,Male,no,African_American,0,0.721129904
0.210802819,no,no,Male,yes,African_American,1,0.702697125
0,yes,no,Male,no,Caucasian,1,0.89277663
0,no,no,Male,yes,Caucasian,0,1.088989766
0.421605638,no,yes,Male,no,African_American,0,0.651179686
0,no,no,Male,no,African_American,0,1.150489006
0,no,no,Female,no,African_American,0,0.897782871
0,no,no,Male,no,Caucasian,0,1.148477594
1.475619734,no,no,Male,yes,African_American,0,0.745913009
0.421605638,no,no,Male,no,African_American,0,0.881592869
0.421605638,no,no,Male,no,African_American,1,0.885251109
1.475619734,yes,no,Male,no,Caucasian,1,0.967110793
0.843211277,no,no,Male,no,African_American,0,0.903038619
0.632408457,yes,no,Male,no,Caucasian,0,0.715955
0.421605638,yes,no,Female,no,Caucasian,1,0.812386779
0.210802819,no,yes,Male,no,African_American,0,0.737508823
1.897225372,no,no,Male,yes,African_American,0,0.879383035
0.632408457,no,no,Male,yes,Caucasian,1,0.857828677
0,no,no,Male,no,African_American,0,0.985481123
1.264816915,no,no,Male,yes,African_American,0,0.869829969
1.054014096,no,yes,Female,no,Caucasian,1,0.86443267
2.951239468,no,no,Male,no,African_American,0,1.033165698
0,no,no,Male,yes,Caucasian,1,1.042839522
0,yes,no,Male,no,Caucasian,0,1.138805196
0,no,no,Male,no,Caucasian,1,1.097272959
1.897225372,no,no,Male,no,African_American,0,0.943098978
1.054014096,no,no,Male,yes,Caucasian,1,1.061007335
0,no,yes,Male,yes,Caucasian,1,1.0559451
1.054014096,no,yes,Male,no,African_American,0,0.757805777
1.897225372,yes,no,Female,no,Caucasian,0,0.787248609
0,no,no,Female,yes,African_American,0,1.261335869
0.210802819,yes,no,Female,yes,Caucasian,0,0.830170247
3.372845106,no,no,Male,yes,African_American,0,0.771562013
0.421605638,no,no,Male,yes,Caucasian,1,0.997337943
2.31883101,no,no,Female,no,African_American,1,1.250294627
0,yes,no,Female,yes,Caucasian,0,1.030590579
1.264816915,no,yes,Female,yes,African_American,0,0.628459088
3.372845106,no,no,Male,no,African_American,1,1.04766011
0,yes,no,Male,yes,Caucasian,1,1.007733113
0.632408457,no,no,Male,yes,African_American,0,0.887064502
1.054014096,no,no,Female,no,Caucasian,1,0.935049027
0.421605638,no,no,Female,no,Caucasian,1,0.997773353
0,no,no,Male,no,African_American,1,1.027359797
0.210802819,yes,no,Male,no,African_American,0,0.777817759
2.108028191,no,no,Male,no,African_American,1,1.138052159
0.421605638,no,no,Male,no,Caucasian,1,0.941317324
0,no,no,Male,yes,Caucasian,1,0.933499371
0,no,no,Male,no,African_American,0,1.101625977
0,no,no,Male,no,Caucasian,0,1.127440209
0.421605638,no,no,Male,no,Caucasian,0,0.847106904
0,yes,no,Male,no,African_American,0,0.854921971
0.421605638,yes,no,Male,no,Caucasian,1,0.858825021
4.426859202,no,no,Male,no,African_American,1,1.319092348
0,no,yes,Male,no,African_American,1,0.776876919
1.475619734,no,no,Male,no,African_American,1,0.861935025
0,no,no,Female,no,African_American,1,1.003390521
1.686422553,yes,no,Male,yes,African_American,1,0.786379075
0.210802819,no,no,Female,no,African_American,1,0.842606487
0.210802819,no,yes,Male,no,African_American,0,0.867398736
1.475619734,yes,no,Male,no,African_American,1,0.760865306
0,no,no,Male,no,Caucasian,1,1.019552161
0.843211277,no,no,Male,yes,African_American,0,0.865469728
0.632408457,yes,no,Male,yes,Caucasian,1,0.7608669
0,no,no,Male,yes,African_American,1,0.930311464
0,no,yes,Male,no,African_American,0,0.803556109
0,no,yes,Male,no,Caucasian,0,0.797257642
0.632408457,no,no,Male,no,African_American,0,0.827456091
0.421605638,no,no,Male,no,Caucasian,0,0.954641098
0.210802819,no,no,Male,yes,Caucasian,0,0.749721343
0,yes,no,Male,yes,Caucasian,0,0.926923437
1.054014096,no,no,Female,no,African_American,1,0.861842047
0,no,no,Female,yes,Caucasian,0,0.981268606
2.31883101,no,no,Male,no,African_American,1,0.978373188
3.162042287,no,no,Male,no,African_American,1,1.081287864
2.31883101,no,no,Male,no,Caucasian,1,1.231230003
0,no,yes,Male,no,African_American,0,0.993196201
1.264816915,yes,no,Male,yes,African_American,1,1.017751256
0.843211277,no,yes,Female,no,African_American,0,0.682418414
2.740436649,no,no,Male,no,African_American,1,0.986784139
0.843211277,no,no,Male,no,Caucasian,0,0.780926237
1.054014096,yes,no,Female,yes,Caucasian,0,0.808720405
0.421605638,no,no,Male,no,African_American,1,0.856881969
1.475619734,no,no,Male,no,African_American,0,0.840305509
0.632408457,no,no,Male,no,African_American,0,0.640831388
3.162042287,yes,no,Male,no,African_American,1,1.16920699
0.421605638,no,no,Female,no,Caucasian,1,1.007560706
0.843211277,yes,no,Female,no,African_American,0,0.817848957
0.210802819,no,yes,Male,no,African_American,1,0.690327075
0,no,no,Male,yes,Caucasian,1,1.117188771
0,no,yes,Female,no,African_American,0,0.780737986
0,no,no,Male,no,Caucasian,0,1.082115008
0.210802819,no,yes,Female,no,African_American,1,0.669400526
0,no,no,Male,no,African_American,0,0.994926303
0.210802819,no,no,Male,no,African_American,1,0.857888403
0,no,no,Male,yes,Caucasian,0,1.257310914
0.210802819,no,no,Male,no,African_American,0,0.91428852
0,no,no,Male,yes,Caucasian,0,1.159910808
0,no,no,Female,no,Caucasian,1,1.238276739
0.843211277,no,no,Male,no,African_American,1,0.934948851
0,no,no,Male,no,African_American,0,0.902902188
0,no,no,Female,yes,Caucasian,0,0.961890111
0.632408457,no,no,Male,yes,African_American,1,0.964487879
1.054014096,no,no,Male,no,African_American,0,0.887112492
0.632408457,no,no,Male,no,Caucasian,0,0.81709263
0,no,yes,Female,no,African_American,0,0.764377653
1.686422553,no,no,Male,no,African_American,0,0.957033428
0,yes,no,Male,no,African_American,0,0.964753922
1.475619734,no,no,Male,no,African_American,0,0.897512078
1.686422553,no,no,Male,no,African_American,0,0.764071315
0.421605638,no,no,Male,no,African_American,1,1.02960716
0.632408457,no,no,Male,no,African_American,1,1.023667543
2.108028191,no,yes,Male,no,Caucasian,0,0.735137052
1.264816915,no,no,Male,no,African_American,1,0.982375463
0,no,no,Male,no,African_American,1,0.88248152
0.421605638,no,no,Male,yes,Caucasian,1,0.857296945
0.210802819,no,yes,Male,no,Caucasian,0,0.824131007
0.632408457,no,no,Female,yes,African_American,1,0.97138923
0.421605638,no,no,Male,no,African_American,0,0.8557241
0.210802819,no,no,Female,no,Caucasian,1,0.77372543
1.475619734,no,no,Male,yes,Caucasian,1,1.014790892
0,no,yes,Female,no,Caucasian,1,1.022468573
0,no,no,Male,yes,African_American,0,0.998902758
0,no,yes,Male,no,African_American,1,0.899073838
1.686422553,no,no,Male,no,Caucasian,1,0.868556742
0.421605638,no,no,Female,no,Caucasian,0,0.823519714
0.843211277,no,no,Male,no,Caucasian,0,0.920993544
0.843211277,no,no,Male,no,African_American,1,0.848200275
0,no,yes,Male,no,African_American,0,1.068438008
0,no,no,Female,no,African_American,1,0.926832435
0,no,yes,Male,yes,Caucasian,0,1.043426861
0.632408457,no,no,Male,yes,African_American,0,0.849534856
0.210802819,no,no,Male,yes,African_American,0,0.764355673
0,no,no,Female,yes,African_American,1,0.992870606
0,yes,no,Male,yes,Caucasian,0,0.85330668
0.210802819,no,no,Male,yes,Caucasian,0,1.143247897
0,no,yes,Male,no,Caucasian,0,0.88823855
1.686422553,no,no,Male,no,African_American,0,1.008271651
0.210802819,no,yes,Male,yes,African_American,1,0.900906609
1.475619734,yes,no,Female,yes,African_American,0,0.790302658
1.054014096,yes,no,Male,no,Caucasian,1,0.808388434
0,no,yes,Male,yes,Caucasian,0,1.237478722
0,no,no,Female,yes,African_American,1,0.983645104
0,no,no,Male,no,Caucasian,0,0.975678135
0,no,no,Male,yes,African_American,0,1.045919259
0.210802819,no,yes,Male,no,African_American,0,0.853638558
1.897225372,no,no,Male,no,African_American,0,0.850029396
0,no,yes,Male,no,African_American,0,0.913426071
0.210802819,no,no,Male,no,African_American,1,1.082360205
0.421605638,no,no,Male,yes,African_American,0,0.895776708
0,no,no,Male,yes,Caucasian,0,1.083549444
0,no,no,Male,yes,African_American,1,0.966382273
0,yes,no,Male,yes,African_American,1,1.012333261
0,no,no,Male,yes,Caucasian,1,1.131370475
0,no,no,Male,no,African_American,0,1.052579072
0,no,no,Male,no,African_American,0,1.119621451
1.897225372,no,no,Male,no,Caucasian,0,0.752619086
0,yes,no,Female,no,Caucasian,1,1.09389091
1.686422553,yes,no,Male,no,Caucasian,1,0.876974876
0,yes,no,Male,no,Caucasian,0,0.967450106
0,no,yes,Male,no,African_American,1,0.864468104
0.210802819,no,yes,Female,no,Caucasian,0,0.850160472
0.421605638,no,no,Male,no,African_American,0,0.912896364
0.843211277,yes,no,Male,no,African_American,1,0.83310915
0,no,yes,Male,no,African_American,1,0.896111146
1.686422553,yes,no,Male,no,Caucasian,0,0.93680384
0,no,yes,Male,yes,Caucasian,0,0.903808705
0.210802819,no,yes,Male,yes,African_American,0,0.637219125
0,no,no,Male,no,African_American,0,1.073615491
0,no,no,Female,no,African_American,0,0.975115332
1.054014096,no,no,Male,no,Caucasian,1,1.173404603
0.843211277,no,no,Male,no,African_American,0,0.837973087
